Word,Category,WordClass,TranslationEng,TranslationEpo,TranslationSpa,Tags,SearchTermsEng,TransNote,LexiliAsel,Hyphenation,Synonyms,Antonyms,slug_mod,OfficialWord,TranslationDeu,TranslationFra,TranslationRus,TranslationZho,TranslationHin,TranslationAra,Etymological support,
aljebra,root,b,n: algebra,s: algebro,s: álgebra,matemati,,,"Englisa (algebra), Espanisa (álgebra), Fransesa (algèbre), Rusisa (алгебра “algebra”), Doycisa (Algebra), Indonesisa (aljabar), Pilipinasa (alhebra), Arabisa (عِلْم الْجَبْر “ilm aljabr”, جَبْر “jabr”), Turkisa (cebir), Parsisa (جبر “jabr”), Swahilisa (aljebra)",,,,,TRUE,S: Algebra,n: algèbre,сущ: алгебра,名: 代数,सं: बीजगणित,اسم: جَبْر، عِلْم الجَبْر,,
alkali,root,b,n: alkali,s: alkalo,s: álcali,kimika,,,"Englisa (alkali), Espanisa (álcali), Fransesa (alcali), Doycisa (Alkali), Indonesisa (alkali), Pilipinasa (alkali), Arabisa (قَلَوِيّ “kalawiy”), Niponsa (アルカリ “arukari”), Turkisa (alkali), Koreasa (알칼리 “alkali”), Parsisa (قلیا “kaliya”), Swahilisa (alkali)",,,,,TRUE,S: Alkali,n: alcali,сущ: щёлочь,名: 碱,सं: क्षार,اسم: قَلَوِيّ,,
alkimi,root,b,n: alchemy,"s: alĥemio, alkemio",s: alquimia,kimika,,,"Doycisa (Alchemie), Englisa (alchemy), Espanisa (alquimia), Fransesa (alchimie), Rusisa (алхимия “alhimiya”), Hindi (कीमिया “kimiya”), Arabisa (كيمياء “kimiya”), Parsisa (کیمیا “kimiya”), Indonesisa (alkimia), Pilipinasa (alkimiya), Turkisa (alşimi)",,,,,TRUE,"S: Alchemie, Alchimie",n: alchimie,сущ: алхимия,名: 炼金术,सं: कीमिया,اسم: خِيمِيَاء,,
alkoba,root,b,"n: alcove, recess, niche, nook","s: alkovo, niĉo","s: nicho, rincón, hueco",kostruixey,,,"Arabisa (القبة “alkuba”), Doycisa (Alkoven), Englisa (alcove), Fransesa (alcôve), Rusisa (альков “alkov”), Pilipinasa (alkoba), Niponsa (アルコーブ “arukobu”)",,,,,TRUE,"S: Nische, Alkoven","n: alcôve, niche, renfoncement","сущ: ниша, альков","名: 凹室, 壁龛","सं: ताक़, आला",اسم: كُوَّة، تَجْوِيف,,
alkoholfilya,derived,b,n: alcoholism,"s: alkoholismo, drinkemo",s: alcoholismo,,,,alkohol + -fil + -ya,,,,,FALSE,"S: Alkoholismus, Alkoholsucht",n: alcoolisme,сущ: алкоголизм,"名: 酗酒, 酒瘾",सं: शराबखोरी,اسم: إِدْمَان الكُحُول,,
alkoholfilyen,derived,b,n: alcoholic (_person_),"s: alkoholulo, drinkemulo",s: alcohólico,,,,alkohol + -fil + -yen,,,,,FALSE,S: Alkoholiker,n: alcoolique (_personne_),сущ: алкоголик,"名: 酗酒者, 酒鬼","सं: शराबी, पियक्कड़",اسم: مُدْمِن كُحُول، سِكِّير,,
almari,root,b,"n: cabinet, cupboard",s: ŝranko,s: armario,mubile,,,"Espanisa (armario), Indonesisa (lemari), Hindi (अलमारी “almari”)",,,,,TRUE,S: Schrank,"n: placard, armoire",сущ: шкаф,"名: 橱柜, 柜子",सं: अलमारी,اسم: خِزَانَة، دُولَاب,,
almasi,root,b,n: diamond,s: diamanto,s: diamante,petra,,,"Rusisa (алмаз “almaz”), Arabisa (ألماس “ʾalmās”), Swahilisa (almasi), Parsisa (الماس “almâs”), Turkisa (elmas)",,,,,TRUE,S: Diamant,n: diamant,"сущ: алмаз, бриллиант","名: 钻石, 金刚石",सं: हीरा,اسم: أَلْمَاس، مَاس,,
almasihalke,derived,b,n: diamond ring,s: diamanta ringo,s: anillo de diamante,jawheri,,,almasi + halke,,,,,FALSE,S: Diamantring,n: bague en diamant,сущ: кольцо с бриллиантом,"名: 钻戒, 钻石戒指",सं: हीरे की अंगूठी,اسم: خَاتَم أَلْمَاس,,
alodexa,derived,b,"n: abroad, foreign country","s: eksterlando, fremdlando",s: extranjero,,,,alo + dexa,,,,,FALSE,S: Ausland,n: étranger,"сущ: заграница, зарубежье","名: 外国, 国外",सं: विदेश,اسم: الخَارِج، بَلَد أَجْنَبِيّ,,
aloe,root,b,n: aloe (vera),s: aloo,"s: áloe (vera), sábila",planta,,,"Englisa (aloe), Espanisa (aloe), Fransesa (aloès), Rusisa (алоэ “aloe”), Doycisa (Aloe), Indonesisa (aloe), Hindi (एलो “elo”, अलो “alo”), Niponsa (アロエ “aroe”), Koreasa (알로에 “aloe”), Parsisa (الوا / آلوا “alva”)",,,,,TRUE,S: Aloe (Vera),"n: aloès, aloe vera",сущ: алоэ (вера),名: 芦荟,"सं: एलो (वेरा), घृतकुमारी",اسم: أَلُوِيَه (فِيرَا)، صَبَّار,,
alokosmo,derived,b,"n: alternate universe, dimension",s: alternativa universo,"s: universo alternativo, dimensión alternativa",,,,alo + kosmo,,,,,FALSE,"S: Paralleluniversum, Parallelwelt","n: univers parallèle, dimension parallèle","сущ: параллельная вселенная, альтернативная вселенная","名: 平行宇宙, 异次元, 异世界",सं: समानांतर ब्रह्मांड,اسم: كَوْن بَدِيل، بُعْد مُوَازٍ,,
alondra,root,b,"n: lark, _Alaudidae_",s: alaŭdo,s: alondra,piu,,,"Espanisa (alondra), Pilipinasa (alondras)",,,,,FALSE,S: Lerche,n: alouette,сущ: жаворонок,"名: 云雀, 百灵鸟",सं: चंडूल,اسم: قُبَّرَة، قُنْبُرَة,,
aloopsyon,derived,b,n: alternative,s: alternativo,s: alternativa,,,,alo + opsyon,,,,,FALSE,S: Alternative,n: alternative,сущ: альтернатива,"名: 替代方案, 替代品",सं: विकल्प,اسم: بَدِيل,,
aloy,root,b,n: alloy,s: alojo,s: aleación,materyal,,,"Englisa (alloy), Indonesisa (aloi), Swahilisa (aloi), Espanisa (aleación), Fransesa (alliage), Turkisa (alaşım), Parsisa (آلیاژ “alyaj”)",,,,,TRUE,S: Legierung,n: alliage,сущ: сплав,名: 合金,सं: मिश्र धातु,اسم: سَبِيكَة,,
alpaka,root,b,"n: alpaca, _Lama pacos_",s: alpako,s: alpaca,mamoyen,,,"Englisa (alpaca), Espanisa (alpaca), Fransesa (alpaga), Rusisa (альпака “alpaka”), Doycisa (Alpaka), Indonesisa (alpaka), Pilipinasa (alpaka), Hindi (अलपाका “alpaka”), Arabisa (أَلْبَكَة “albaka”), Niponsa (アルパカ “arupaka”), Turkisa (alpaka), Koreasa (알파카 “alpaka”), Vyetnamsa (alpaca), Parsisa (آلپاکا “alpaka”), Swahilisa (alpaka)",,,,,TRUE,S: Alpaka,n: alpaga,сущ: альпака,名: 羊驼,सं: अल्पाका,اسم: أَلْبَاكَا,,
alto,root,b,n: alto,s: aldo,s: contralto,musika,,,"Doycisa (Alt), Englisa (alto), Espanisa (alto), Fransesa (alto), Rusisa (альт “alt”), Niponsa (アルト “aruto”), Koreasa (알토 “alto”), Vyetnasa (alto), Arabisa (ألتو “altu”), Parsisa (آلتو “alto”), Turkisa (alto), Indonesisa (alto)",,,,,FALSE,S: Alt,n: alto,сущ: альт,名: 女低音,सं: अल्टो,اسم: أَلْتُو,,
alucinagiente,derived,b,n: hallucinogen,s: halucinigilo,s: alucinógeno,"medis, dava",,,alucina + -gi + ente,,,,,FALSE,S: Halluzinogen,n: hallucinogène,сущ: галлюциноген,"名: 致幻剂, 迷幻剂",सं: मतिभ्रमकारी पदार्थ,اسم: مَادَّة مُهَلْوِسَة، مُهَلْوِس,,
aluminyum,root,b,"n: aluminum, aluminium, _Al_",s: aluminio,s: aluminio,kimikamon,,,"Englisa (aluminium, aluminum), Espanisa (aluminio), Fransesa (aluminium), Rusisa (алюминий “alyuminiy”), Doycisa (Aluminium), Hindi (एल्युमिनियम “elyuminiyam”), Arabisa (أَلُومِنْيُوم “aluminyum”), Indonesisa (aluminium), Niponsa (アルミニウム “aruminiumu”), Telugusa (అల్యూమినియం “alyuminyam”), Turkisa (alüminyum), Koreasa (알루미늄 “aluminyum”), Parsisa (آلومینیم “âluminiyom”), Swahilisa (alumini), Pilipinasa (aluminyo, aluminum)",,,,,TRUE,S: Aluminium,n: aluminium,сущ: алюминий,名: 铝,सं: एल्युमिनियम,اسم: أَلُومِنْيُوم,,
amaroya,derived,b,n (state/quality): bitterness,s (stato/kvalito): amareco,s (estado/cualidad): amargura,,,,amaro + -ya,,,,,FALSE,S (Zustand/Eigenschaft): Bitterkeit,n: amertume,сущ: горечь,"名: 苦味, 苦涩","सं: कड़वापन, कड़वाहट",اسم: مَرَارَة,,
amber,root,b,n: ambergris,s: ambro,s: ámbar gris,materyal,,kompara: kahruba,"Englisa (ambergris), Espanisa (ámbar gris), Fransesa (ambre gris), Rusisa (амбра “ambra”), Doycisa (Ambra, Amber), Indonesisa (ambergris), Arabisa (عَنْبَر “anbar”), Niponsa (アンバーグリス “ambagurisu”), Telugusa (అంబరు “ambaru”), Turkisa (amber), Parsisa (عنبر “anbar”), Swahilisa (ambari)",,,,,TRUE,S: Ambra,n: ambre gris,сущ: амбра,名: 龙涎香,सं: अंबर,اسم: عَنْبَر,,
ameba,root,b,n: amoeba,s: amebo,s: ameba,bio,,,"Doycisa (Amöbe), Englisa (amoeba), Espanisa (ameba), Fransesa (amibe), Rusisa (амёба “amyoba”), Putunhwa (阿米巴 “āmǐbā”), Niponsa (アメーバ “amēba”), Koreasa (아메바 “ameba”), Vyetnamsa (amip), Hindi (अमीबा “amībā”), Arabisa (أَمِيبَا “ʾamībā”), Swahilisa (amiba), Parsisa (امیب “amib”), Turkisa (amip), Indonesisa (ameba, amuba, amoeba), Pilipinasa (amoeba, ameba)",,,,,TRUE,S: Amöbe,n: amibe,сущ: амёба,"名: 变形虫, 阿米巴",सं: अमीबा,اسم: أَمِيبَا,,
amerikyum,root,b,"n: americium, _Am_",s: americio,s: americio,kimikamon,,,"Englisa (americium), Espanisa (americio), Fransesa (américium), Rusisa (америций “ameritsiy”), Doycisa (Americium), Indonesisa (amerisium), Pilipinasa (amerisyo), Hindi (अमेरिशियम “amerixiyam”), Arabisa (أَمْرِيكِيُوم “amrikiyum”), Niponsa (アメリシウム “amerixiumu”), Telugusa (అమెరీషియం “amerixiyam”), Turkisa (amerikyum), Koreasa (아메리슘 “amerixum”), Vyetnamsa (americi), Parsisa (آمریکیوم “âmerikiyom”), Swahilisa (ameriki), Pilipinasa (amerisyo)",,,,,TRUE,S: Americium,n: américium,сущ: америций,名: 镅,सं: अमेरिसियम,اسم: أَمِيرِيسْيُوم,,
ametisto,root,b,n: amethyst,s: ametisto,s: amatista,petra,,,"Englisa (amethyst), Espanisa (amatista), Fransesa (améthyste), Rusisa (аметист “ametist”), Doycisa (Amethyst), Indonesisa (ametis), Pilipinasa (amatista), Hindi (अमेथिस्ट “amethist”, एमिथिस्ट “emithist”), Niponsa (アメシスト “amexisuto”), Telugusa (అమెథిస్ట్ “ametist”), Vyetnamsa (ametit), Swahilisa (amethisto)",,,,,TRUE,S: Amethyst,n: améthyste,сущ: аметист,名: 紫水晶,सं: अमेथिस्ट,اسم: جَمَشْت,,
amikuje,derived,b,n: depth,"s (mezuro): profundo, profundeco",s (medida): profundidad,,,,amiku + -je,,,,,FALSE,S (Maß): Tiefe,n (mesure): profondeur,сущ (измерение): глубина,名: 深度,सं: गहराई,اسم (قِيَاس): عُمْق,,
amikuya,derived,b,n: deepness,s (kvalito): profundeco,s (cualidad): profundidad,,,,amiku + -ya,,,,,FALSE,"S (Eigenschaft): Tiefe, Tiefgründigkeit",n (qualité): profondeur,сущ (состояние): глубина,"名: 深邃, 深奥",सं: गहराई,اسم (صِفَة): عُمْق,,
amino,root,b,"n: amino, amine",s: amino,"s: amino, amina",biologi,,,"Englisa (amino), Indonesisa (amino), Pilipinasa (amino), Swahilisa (amino), Espanisa (amino-), Doycisa (amino-), Turkisa (amino-), Fransesa (aminé), Rusisa (амино- “amino-”), Hindi (अमीनो “amino”), Arabisa (أميني “amini”), Niponsa (アミノ “amino”), Telugusa (ఎమైనో “emeno”), Koreasa (아미노 “amino”), Vyetnamsa (amino, amin), Parsisa (آمینه, -آمین)",,,,,TRUE,S: Amin,n: amine,сущ: амин,"名: 胺, 氨基",सं: एमिनो,اسم: أَمِين,,
amnyon,root,b,n: amnion,s: amnio,s: amnios,jismulogi,,,"Doycisa (Amnion), Englisa (amnion), Espanisa (amnios), Fransesa (amnios), Rusisa (амнион “amnion”), Pilipinasa (amnion), Turkisa (amniyon)",,,,,FALSE,S: Amnion,n: amnios,сущ: амнион,名: 羊膜,सं: भ्रूणावरण,اسم: سَلًى,,
amonyako,root,b,n: ammonia,s: amoniako,s: amoníaco,kimika,,,"Englisa (ammonia), Espanisa (amoníaco), Fransesa (ammoniac), Rusisa (аммиак “ammiak”), Doycisa (Ammoniak), Indonesisa (amonia), Swahilisa (amonia), Pilipinasa (amonya), Putunhwa (阿摩尼亚 “amoniya”), Hindi (अमोनिया “amoniya”), Arabisa (أمونيا “amunya”), Niponsa (アンモニア “anmonia”), Telugusa (మ్మోనియా “amoniya”), Turkisa (amonyak), Koreasa (암모니아 “ammonia”), Vyetnamsa (amoniac), Parsisa (آمونیاک‎ “amuniyak”)",,,,,TRUE,S: Ammoniak,n: ammoniac,сущ: аммиак,名: 氨,सं: अमोनिया,اسم: نَشَادِر، أَمُونْيَا,,
amperi,root,b,"n: ampere, _amp_",s: ampero,s: amperio,meterya,,,"Englisa (ampere), Espanisa (amperio), Fransesa (ampère), Rusisa (ампер “amper”), Doycisa (Ampere), Indonesisa (ampere), Pilipinasa (amperyo), Putunhwa (安培 “anpey”), Arabisa (أَمْبِير “ambir”), Niponsa (アンペア “anpea”), Telugusa (ఆంపియర్ “ampiyar”), Turkisa (amper), Koreasa (암페어 “ampe-o”), Vyetnamsa (ampe), Parsisa (آمپر “amper”), Swahilisa (ampea)",,,,,TRUE,S: Ampere,n: ampère,сущ: ампер,名: 安培,सं: एम्पियर,اسم: أَمْبِير,,
ampula,root,b,"n: ampoule, ampule, ampul",s: ampolo,s: ampolla,xey,,,"Englisa (ampoule), Espanisa (ampolla), Fransesa (ampoule), Rusisa (ампула “ampula”), Doycisa (Ampulle), Indonesisa (ampul), Putunhwa (安瓿 “anbu”), Hindi (एम्प्यूल “empyul”), Arabisa (أَمْبُولَة “ambula”), Niponsa (アンプル “ampuru”), Turkisa (ampul), Koreasa (앰풀 “empul”), Vyetnamsa (ămpun), Parsisa (آمپول “ampul”)",,,,,TRUE,S: Ampulle,n: ampoule,сущ: ампула,名: 安瓿,"सं: एम्प्यूल, शीशी",اسم: أَمْبُولَة,,
amusagiyen,derived,b,n: entertainer,"s: amuzisto, amuzanto",s: animador,,,,amusa + -gi + -yen,,,,,FALSE,"S: Entertainer, Unterhalter",n: amuseur,сущ: артист,"名: 艺人, 演艺人员",सं: मनोरंजनकर्ता,اسم: مُسَلٍّ، فَنَّان تَرْفِيه,,
amusaparke,derived,b,n: amusement park,"s: amuzparko, amuzejo, distroparko","s: parque de diversiones, parque de atracciones",dom,,,amusa + parke,,,,,FALSE,"S: Vergnügungspark, Freizeitpark",n: parc d'attractions,"сущ: парк развлечений, парк аттракционов","名: 游乐园, 游乐场",सं: मनोरंजन पार्क,اسم: مَدِينَة المَلَاهِي,,
amusaxey,derived,b,n: pastime,s: amuzaĵo,"s: pasatiempo, entretenimiento",,,,amusa + -xey,,,,,FALSE,"S: Zeitvertreib, Hobby","n: passe-temps, divertissement","сущ: развлечение, занятие","名: 消遣, 娱乐","सं: शगल, मनोरंजन",اسم: تَسْلِيَة، هِوَايَة,,
anakonda,root,b,"n: anaconda, _Eunectes_",s: anakondo,s: anaconda,retilyen,,,"Englisa (anaconda), Espanisa (anaconda), Fransesa (anaconda), Rusisa (анаконда “anakonda”), Doycisa (Anakonda), Indonesisa (anakonda), Pilipinasa (anakonda), Arabisa (أَنَاكُنْدَة “anakonda”), Niponsa (アナコンダ “anakonda”), Tamilsa (ஆனக்கொண்டா “anakonta”), Turkisa (anakonda), Vyetnamsa (trăn anaconda), Koreasa (아나콘다 “anakonda”), Parsisa (آناکوندا “anakonda”)",,,,,TRUE,S: Anakonda,n: anaconda,сущ: анаконда,"名: 森蚺, 水蟒",सं: एनाकोंडा,اسم: أَنَاكُونْدَا,,
analisiyen,derived,b,n: analyst,s: analizisto,s: analista,,,,analisi + -yen,,,,,FALSE,"S: Analyst, Analytiker",n: analyste,сущ: аналитик,"名: 分析师, 分析员",सं: विश्लेषक,اسم: مُحَلِّل,,
analoji,root,b,n: analogy,s: analogio,s: analogía,palalogi,,,"Englisa (analogy), Espanisa (analogía), Fransesa (analogie), Rusisa (аналогия “analogiya”), Doycisa (Analogie), Indonesisa (analogi), Pilipinasa (analohiya), Swahilisa (analojia),Turkisa (analoji), Niponsa (アナロジー “anaroji”)",,,,,FALSE,S: Analogie,n: analogie,сущ: аналогия,"名: 类比, 类推","सं: सादृश्य, उपमा",اسم: تَشْبِيه، قِيَاس، مُمَاثَلَة,,
ananas,root,b,n: pineapple,s: ananaso,s: piña,fruta,,,"Arabisa (أناناس “ananas”), Turkisa (ananas), Parsisa (آناناس “ananas”), Hindi (अनानास “ananas”), Indonesisa (nanas), Swahilisa (nanasi), Fransesa (ananas), Doycisa (Ananas), Espanisa (ananá), Rusisa (ананас “ananas”), Tamilsa (அன்னாசி “anasi”)",,,,,TRUE,S: Ananas,n: ananas,сущ: ананас,"名: 菠萝, 凤梨",सं: अनानास,اسم: أَنَانَاس,,
ananassui,derived,b,n: pineappleade,s: ananasakvo,s: agua de piña,gluxey,,,ananas + sui,,,,,FALSE,"S: Ananasgetränk, Ananaslimonade",n: ananasade,сущ: ананасовый напиток,名: 菠萝水,सं: अनानास का शरबत,اسم: عَصِير الأَنَانَاس,,
anar,root,b,n: pomegranate,s: granato,s: granada (_fruta_),fruta,,,"Hindi (अनार “anār”), Parsisa (انار‎ “anâr”), Turkisa (nar)",,,,,TRUE,S: Granatapfel,n: grenade (_fruit_),сущ: гранат,名: 石榴,सं: अनार,اسم: رُمَّان,,
anarki,root,b,n: anarchy,"s: anarkio, anarĥio",s: anarquía,politi,,,"Englisa (anarchy), Espanisa (anarquía), Fransesa (anarchie), Rusisa (анархия “anarhiya”), Doycisa (Anarchie), Indonesisa (anarki), Pilipinasa (anarkiya), Turkisa (anarşi), Parsisa (آنارشی “anarxi”), Putunhwa (安那其 “anaci”)",,,,,TRUE,S: Anarchie,n: anarchie,"сущ: анархия, безвластие","名: 无政府状态, 无政府",सं: अराजकता,اسم: فَوْضَى، لَاسُلْطَوِيَّة,,
